tipo,id,campo,antes,depois,motivo
normalizacao_valor,br_antt_217_rodovia_aco_barra_pirai,eixos_7_brl,45.5,45.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_217_rodovia_aco_barra_pirai,eixos_8_brl,52.0,52.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_217_rodovia_aco_barra_pirai,eixos_9_brl,58.5,58.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,br_antt_217_rodovia_aco_barra_pirai,latitude,-22.485435,-22.48543500,Padronização para 8 casas decimais.
normalizacao_coordenada,br_antt_217_rodovia_aco_barra_pirai,longitude,-43.919084,-43.91908400,Padronização para 8 casas decimais.
normalizacao_valor,br_antt_013_autopista_fluminense_casimiro_abreu,valor_base_categoria1_brl,7.5,7.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_013_autopista_fluminense_casimiro_abreu,valor_original_categoria1_brl,7.5,7.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_013_autopista_fluminense_casimiro_abreu,eixos_2_brl,15.0,15.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_013_autopista_fluminense_casimiro_abreu,eixos_3_brl,22.5,22.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_013_autopista_fluminense_casimiro_abreu,eixos_4_brl,30.0,30.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_013_autopista_fluminense_casimiro_abreu,eixos_5_brl,37.5,37.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_013_autopista_fluminense_casimiro_abreu,eixos_6_brl,45.0,45.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_013_autopista_fluminense_casimiro_abreu,eixos_7_brl,52.5,52.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_013_autopista_fluminense_casimiro_abreu,eixos_8_brl,60.0,60.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_013_autopista_fluminense_casimiro_abreu,eixos_9_brl,67.5,67.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,br_antt_013_autopista_fluminense_casimiro_abreu,latitude,-22.476441,-22.47644100,Padronização para 8 casas decimais.
normalizacao_coordenada,br_antt_013_autopista_fluminense_casimiro_abreu,longitude,-42.088519,-42.08851900,Padronização para 8 casas decimais.
normalizacao_valor,br_antt_012_autopista_fluminense_conselheiro_josino,valor_base_categoria1_brl,7.5,7.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_012_autopista_fluminense_conselheiro_josino,valor_original_categoria1_brl,7.5,7.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_012_autopista_fluminense_conselheiro_josino,eixos_2_brl,15.0,15.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_012_autopista_fluminense_conselheiro_josino,eixos_3_brl,22.5,22.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_012_autopista_fluminense_conselheiro_josino,eixos_4_brl,30.0,30.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_012_autopista_fluminense_conselheiro_josino,eixos_5_brl,37.5,37.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_012_autopista_fluminense_conselheiro_josino,eixos_6_brl,45.0,45.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_012_autopista_fluminense_conselheiro_josino,eixos_7_brl,52.5,52.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_012_autopista_fluminense_conselheiro_josino,eixos_8_brl,60.0,60.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_012_autopista_fluminense_conselheiro_josino,eixos_9_brl,67.5,67.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,br_antt_012_autopista_fluminense_conselheiro_josino,latitude,-21.552594,-21.55259400,Padronização para 8 casas decimais.
normalizacao_coordenada,br_antt_012_autopista_fluminense_conselheiro_josino,longitude,-41.331597,-41.33159700,Padronização para 8 casas decimais.
normalizacao_valor,br_antt_157_riosp_free_flow_itaguai,valor_base_categoria1_brl,4.8,4.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_157_riosp_free_flow_itaguai,valor_original_categoria1_brl,4.8,4.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_157_riosp_free_flow_itaguai,eixos_2_brl,9.6,9.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_157_riosp_free_flow_itaguai,eixos_3_brl,14.4,14.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_157_riosp_free_flow_itaguai,eixos_4_brl,19.2,19.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_157_riosp_free_flow_itaguai,eixos_5_brl,24.0,24.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_157_riosp_free_flow_itaguai,eixos_6_brl,28.8,28.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_157_riosp_free_flow_itaguai,eixos_7_brl,33.6,33.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_157_riosp_free_flow_itaguai,eixos_8_brl,38.4,38.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_157_riosp_free_flow_itaguai,eixos_9_brl,43.2,43.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,br_antt_157_riosp_free_flow_itaguai,latitude,-22.91,-22.91000000,Padronização para 8 casas decimais.
normalizacao_coordenada,br_antt_157_riosp_free_flow_itaguai,longitude,-43.89,-43.89000000,Padronização para 8 casas decimais.
normalizacao_valor,br_antt_160_riosp_free_flow_mangaratiba,valor_base_categoria1_brl,4.8,4.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_160_riosp_free_flow_mangaratiba,valor_original_categoria1_brl,4.8,4.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_160_riosp_free_flow_mangaratiba,eixos_2_brl,9.6,9.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_160_riosp_free_flow_mangaratiba,eixos_3_brl,14.4,14.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_160_riosp_free_flow_mangaratiba,eixos_4_brl,19.2,19.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_160_riosp_free_flow_mangaratiba,eixos_5_brl,24.0,24.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_160_riosp_free_flow_mangaratiba,eixos_6_brl,28.8,28.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_160_riosp_free_flow_mangaratiba,eixos_7_brl,33.6,33.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_160_riosp_free_flow_mangaratiba,eixos_8_brl,38.4,38.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_160_riosp_free_flow_mangaratiba,eixos_9_brl,43.2,43.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,br_antt_160_riosp_free_flow_mangaratiba,latitude,-23.00632,-23.00632000,Padronização para 8 casas decimais.
normalizacao_coordenada,br_antt_160_riosp_free_flow_mangaratiba,longitude,-44.099135,-44.09913500,Padronização para 8 casas decimais.
normalizacao_valor,br_antt_156_riosp_free_flow_paraty,valor_base_categoria1_brl,4.8,4.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_156_riosp_free_flow_paraty,valor_original_categoria1_brl,4.8,4.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_156_riosp_free_flow_paraty,eixos_2_brl,9.6,9.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_156_riosp_free_flow_paraty,eixos_3_brl,14.4,14.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_156_riosp_free_flow_paraty,eixos_4_brl,19.2,19.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_156_riosp_free_flow_paraty,eixos_5_brl,24.0,24.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_156_riosp_free_flow_paraty,eixos_6_brl,28.8,28.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_156_riosp_free_flow_paraty,eixos_7_brl,33.6,33.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_156_riosp_free_flow_paraty,eixos_8_brl,38.4,38.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_156_riosp_free_flow_paraty,eixos_9_brl,43.2,43.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,br_antt_156_riosp_free_flow_paraty,latitude,-23.05,-23.05000000,Padronização para 8 casas decimais.
normalizacao_coordenada,br_antt_156_riosp_free_flow_paraty,longitude,-44.58,-44.58000000,Padronização para 8 casas decimais.
normalizacao_valor,br_antt_158_riosp_itatiaia,valor_base_categoria1_brl,14.5,14.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_158_riosp_itatiaia,valor_original_categoria1_brl,14.5,14.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_158_riosp_itatiaia,eixos_2_brl,29.0,29.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_158_riosp_itatiaia,eixos_3_brl,43.5,43.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_158_riosp_itatiaia,eixos_4_brl,58.0,58.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_158_riosp_itatiaia,eixos_5_brl,72.5,72.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_158_riosp_itatiaia,eixos_6_brl,87.0,87.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_158_riosp_itatiaia,eixos_7_brl,101.5,101.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_158_riosp_itatiaia,eixos_8_brl,116.0,116.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_158_riosp_itatiaia,eixos_9_brl,130.5,130.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,br_antt_158_riosp_itatiaia,latitude,-22.49,-22.49000000,Padronização para 8 casas decimais.
normalizacao_coordenada,br_antt_158_riosp_itatiaia,longitude,-44.57,-44.57000000,Padronização para 8 casas decimais.
normalizacao_valor,br_antt_159_riosp_itatiaia,valor_base_categoria1_brl,14.5,14.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_159_riosp_itatiaia,valor_original_categoria1_brl,14.5,14.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_159_riosp_itatiaia,eixos_2_brl,29.0,29.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_159_riosp_itatiaia,eixos_3_brl,43.5,43.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_159_riosp_itatiaia,eixos_4_brl,58.0,58.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_159_riosp_itatiaia,eixos_5_brl,72.5,72.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_159_riosp_itatiaia,eixos_6_brl,87.0,87.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_159_riosp_itatiaia,eixos_7_brl,101.5,101.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_159_riosp_itatiaia,eixos_8_brl,116.0,116.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_159_riosp_itatiaia,eixos_9_brl,130.5,130.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,br_antt_159_riosp_itatiaia,latitude,-22.49,-22.49000000,Padronização para 8 casas decimais.
normalizacao_coordenada,br_antt_159_riosp_itatiaia,longitude,-44.57,-44.57000000,Padronização para 8 casas decimais.
normalizacao_valor,br_antt_089_ecovias_ponte_niteroi,valor_base_categoria1_brl,6.2,6.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_089_ecovias_ponte_niteroi,valor_original_categoria1_brl,6.2,6.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_089_ecovias_ponte_niteroi,eixos_2_brl,12.4,12.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_089_ecovias_ponte_niteroi,eixos_3_brl,18.6,18.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_089_ecovias_ponte_niteroi,eixos_4_brl,24.8,24.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_089_ecovias_ponte_niteroi,eixos_5_brl,31.0,31.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_089_ecovias_ponte_niteroi,eixos_6_brl,37.2,37.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_089_ecovias_ponte_niteroi,eixos_7_brl,43.4,43.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_089_ecovias_ponte_niteroi,eixos_8_brl,49.6,49.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_089_ecovias_ponte_niteroi,eixos_9_brl,55.8,55.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,br_antt_089_ecovias_ponte_niteroi,latitude,-22.877944,-22.87794400,Padronização para 8 casas decimais.
normalizacao_coordenada,br_antt_089_ecovias_ponte_niteroi,longitude,-43.115734,-43.11573400,Padronização para 8 casas decimais.
normalizacao_valor,br_antt_091_ecovias_rio_minas_santo_aleixo,valor_base_categoria1_brl,20.2,20.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_091_ecovias_rio_minas_santo_aleixo,valor_original_categoria1_brl,20.2,20.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_091_ecovias_rio_minas_santo_aleixo,eixos_2_brl,40.4,40.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_091_ecovias_rio_minas_santo_aleixo,eixos_3_brl,60.6,60.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_091_ecovias_rio_minas_santo_aleixo,eixos_4_brl,80.8,80.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_091_ecovias_rio_minas_santo_aleixo,eixos_5_brl,101.0,101.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_091_ecovias_rio_minas_santo_aleixo,eixos_6_brl,121.2,121.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_091_ecovias_rio_minas_santo_aleixo,eixos_7_brl,141.4,141.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_091_ecovias_rio_minas_santo_aleixo,eixos_8_brl,161.6,161.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_091_ecovias_rio_minas_santo_aleixo,eixos_9_brl,181.8,181.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,br_antt_091_ecovias_rio_minas_santo_aleixo,latitude,-22.610815,-22.61081500,Padronização para 8 casas decimais.
normalizacao_coordenada,br_antt_091_ecovias_rio_minas_santo_aleixo,longitude,-43.032112,-43.03211200,Padronização para 8 casas decimais.
normalizacao_valor,br_antt_094_ecovias_rio_minas_viuva_graca,valor_base_categoria1_brl,17.2,17.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_094_ecovias_rio_minas_viuva_graca,valor_original_categoria1_brl,17.2,17.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_094_ecovias_rio_minas_viuva_graca,eixos_2_brl,34.4,34.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_094_ecovias_rio_minas_viuva_graca,eixos_3_brl,51.6,51.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_094_ecovias_rio_minas_viuva_graca,eixos_4_brl,68.8,68.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_094_ecovias_rio_minas_viuva_graca,eixos_5_brl,86.0,86.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_094_ecovias_rio_minas_viuva_graca,eixos_6_brl,103.2,103.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_094_ecovias_rio_minas_viuva_graca,eixos_7_brl,120.4,120.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_094_ecovias_rio_minas_viuva_graca,eixos_8_brl,137.6,137.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_094_ecovias_rio_minas_viuva_graca,eixos_9_brl,154.8,154.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,br_antt_094_ecovias_rio_minas_viuva_graca,latitude,-22.716277,-22.71627700,Padronização para 8 casas decimais.
normalizacao_coordenada,br_antt_094_ecovias_rio_minas_viuva_graca,longitude,-43.716858,-43.71685800,Padronização para 8 casas decimais.
normalizacao_valor,br_antt_095_ecovias_rio_minas_viuva_graca,valor_base_categoria1_brl,17.2,17.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_095_ecovias_rio_minas_viuva_graca,valor_original_categoria1_brl,17.2,17.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_095_ecovias_rio_minas_viuva_graca,eixos_2_brl,34.4,34.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_095_ecovias_rio_minas_viuva_graca,eixos_3_brl,51.6,51.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_095_ecovias_rio_minas_viuva_graca,eixos_4_brl,68.8,68.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_095_ecovias_rio_minas_viuva_graca,eixos_5_brl,86.0,86.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_095_ecovias_rio_minas_viuva_graca,eixos_6_brl,103.2,103.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_095_ecovias_rio_minas_viuva_graca,eixos_7_brl,120.4,120.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_095_ecovias_rio_minas_viuva_graca,eixos_8_brl,137.6,137.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_095_ecovias_rio_minas_viuva_graca,eixos_9_brl,154.8,154.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,br_antt_095_ecovias_rio_minas_viuva_graca,latitude,-22.715213,-22.71521300,Padronização para 8 casas decimais.
normalizacao_coordenada,br_antt_095_ecovias_rio_minas_viuva_graca,longitude,-43.730252,-43.73025200,Padronização para 8 casas decimais.
normalizacao_valor,br_antt_093_ecovias_rio_minas_itaguai,valor_base_categoria1_brl,11.0,11.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_093_ecovias_rio_minas_itaguai,valor_original_categoria1_brl,11.0,11.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_093_ecovias_rio_minas_itaguai,eixos_2_brl,22.0,22.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_093_ecovias_rio_minas_itaguai,eixos_3_brl,33.0,33.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_093_ecovias_rio_minas_itaguai,eixos_4_brl,44.0,44.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_093_ecovias_rio_minas_itaguai,eixos_5_brl,55.0,55.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_093_ecovias_rio_minas_itaguai,eixos_6_brl,66.0,66.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_093_ecovias_rio_minas_itaguai,eixos_7_brl,77.0,77.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_093_ecovias_rio_minas_itaguai,eixos_8_brl,88.0,88.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_093_ecovias_rio_minas_itaguai,eixos_9_brl,99.0,99.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,br_antt_093_ecovias_rio_minas_itaguai,latitude,-22.820833,-22.82083300,Padronização para 8 casas decimais.
normalizacao_coordenada,br_antt_093_ecovias_rio_minas_itaguai,longitude,-43.805,-43.80500000,Padronização para 8 casas decimais.
normalizacao_valor,br_antt_090_ecovias_rio_minas_mage,valor_base_categoria1_brl,20.2,20.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_090_ecovias_rio_minas_mage,valor_original_categoria1_brl,20.2,20.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_090_ecovias_rio_minas_mage,eixos_2_brl,40.4,40.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_090_ecovias_rio_minas_mage,eixos_3_brl,60.6,60.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_090_ecovias_rio_minas_mage,eixos_4_brl,80.8,80.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_090_ecovias_rio_minas_mage,eixos_5_brl,101.0,101.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_090_ecovias_rio_minas_mage,eixos_6_brl,121.2,121.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_090_ecovias_rio_minas_mage,eixos_7_brl,141.4,141.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,br_antt_090_ecovias_rio_minas_mage,eixos_8_brl,161.6,161.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
